name,competitor_type,sub_category,lat,lon,visible
Subharti Primary School,schools,Primary & Pre-School,22.99817,72.60279,True
Speakwell English Academy,schools,General Educational School,22.99805,72.60293,True
J L High School,schools,Secondary & High School,22.99813,72.60302,True
Iict Computer Centre,schools,General Educational School,22.99754,72.60289,True
Divine Buds English School,schools,Secondary & High School,22.99081,72.60275,True
Lord Nilkanth English School,schools,Secondary & High School,22.99092,72.60263,True
JAY AMBE School,schools,Secondary & High School,22.991,72.60248,True
"Vedant Public School, Isanpur",schools,Secondary & High School,22.98641,72.60227,True
Jeet School of Winners,schools,Coaching & Entrance Institute,22.98858,72.6027,True
Kids Den,schools,Primary & Pre-School,22.98247,72.60303,True
Rainbow Junior Preschool,schools,Primary & Pre-School,22.9809,72.60234,True
EuroKids Pre-School Ahmedabad-Isanpur,schools,Primary & Pre-School,22.98588,72.60146,True
Shree Gurukul Paramedical Institute,schools,General Educational School,22.97494,72.60231,True
St. Marys English School,schools,Secondary & High School,22.97527,72.60247,True
KIDS PRE School Isanpur,schools,Primary & Pre-School,22.97528,72.60217,True
Bhavya Group Tuition,schools,Coaching & Entrance Institute,22.9741,72.60302,True
Vinny Overseas Pvt. Ltd.,schools,General Educational School,22.96177,72.60271,True
Priyanka Prajapati - Group & Personal Tuition Classes,schools,Coaching & Entrance Institute,22.9661,72.60088,True
Shashwat International School,schools,International School,22.94957,72.60009,True
Amikidszone Preschool,schools,Primary & Pre-School,22.92209,72.59916,True
Bharadwaj Classes,schools,Coaching & Entrance Institute,22.94225,72.59662,True
A-One Tuition Classes,schools,Coaching & Entrance Institute,22.93919,72.59626,True
Sopan C.G Road,schools,General Educational School,22.91792,72.59766,True
Parekh Integrated Service,schools,General Educational School,22.91786,72.59877,True
Alkab Pre-Primary,schools,General Educational School,22.95865,72.60499,True
Nandish School,schools,Secondary & High School,22.959,72.60522,True
St. Mary's School - Maninagar,schools,Secondary & High School,22.95102,72.60644,True
Sheetal Saurabh Higher Secondary School,schools,Secondary & High School,22.96628,72.60587,True
Mahir Motor Driving School,schools,Secondary & High School,22.96162,72.60649,True
PM SHRI Isanpur Public School 2,schools,Secondary & High School,22.96445,72.60692,True
Gtech Computer Education,schools,General Educational School,22.96992,72.60644,True
Durga Gas Service,schools,General Educational School,22.96937,72.60652,True
Saraswati Computer Classes,schools,Coaching & Entrance Institute,22.96964,72.60662,True
National English School,schools,Secondary & High School,22.96947,72.60686,True
Likha Pre-School,schools,Primary & Pre-School,22.97258,72.60668,True
Perfect Classes,schools,Coaching & Entrance Institute,22.97015,72.60632,True
"EuroKids New Vastral, Ahmedabad",schools,Primary & Pre-School,22.97027,72.60559,True
Indramani Hindi School,schools,Secondary & High School,22.97074,72.60567,True
Fly Up English School,schools,Secondary & High School,22.97238,72.60466,True
Jyoti School,schools,Secondary & High School,22.97286,72.60434,True
G Shadow,schools,General Educational School,22.97378,72.60334,True
Khushi Institute of Education,schools,General Educational School,22.97352,72.60348,True
Green Lawns School Isanpur,schools,Secondary & High School,22.97404,72.60339,True
Shree Muktajivan Vidyalaya,schools,Secondary & High School,22.9767,72.60312,True
Right Directions Overseas Education Consultants - Gujarat,schools,General Educational School,22.97965,72.60392,True
Anand Bal Bhawan,schools,General Educational School,22.97966,72.60491,True
CSC Bal Vidyalaya,schools,Secondary & High School,22.98314,72.60362,True
Neel Taekwondo Academy,schools,General Educational School,22.98711,72.60311,True
Aryan Institute of Commerce,schools,General Educational School,22.99181,72.60407,True
Drauna Academy,schools,General Educational School,22.99218,72.60409,True
Swargurjari School of Performing Art,schools,Secondary & High School,22.99207,72.60365,True
Mahek Institute of Chemistry,schools,General Educational School,22.99511,72.60343,True
Engineering Tuition By Angel Institute,schools,Coaching & Entrance Institute,22.99612,72.60331,True
Rao Consultants,schools,General Educational School,22.99881,72.60362,True
Mobipower Institute Of Mobile Technology,schools,General Educational School,22.99766,72.60416,True
Ahuja Career Institute,schools,Coaching & Entrance Institute,22.99752,72.60414,True
Professional IFBI Ahmedabad,schools,General Educational School,22.99752,72.60414,True
Blossom English Speaking,schools,General Educational School,22.99757,72.60402,True
Gainers Academy,schools,General Educational School,22.99654,72.60396,True
TRETĀ DERMA Skin And Hair Institute,schools,General Educational School,22.99656,72.60392,True
Book Bazaar,schools,General Educational School,22.99525,72.60399,True
Sheetal Academy Maninagar,schools,General Educational School,22.99542,72.60391,True
Brainy Abacus - Maninagar,schools,General Educational School,22.99537,72.60396,True
MBBS / MD in Philippines,schools,General Educational School,22.99536,72.60397,True
Smart Kids,schools,Primary & Pre-School,22.99536,72.60397,True
Red & White Skill Education,schools,General Educational School,22.99568,72.60386,True
Shivani K.Group Tuition SKGT,schools,Coaching & Entrance Institute,22.99537,72.60385,True
Samyak Computer classes Maninagar,schools,Coaching & Entrance Institute,22.99505,72.60388,True
Bachpan Play School Maninagar,schools,Secondary & High School,22.99505,72.60388,True
Harsha Technical Classes,schools,Coaching & Entrance Institute,22.99287,72.60392,True
Ashok M Parekh,schools,General Educational School,22.99368,72.60395,True
Musicians' Alley,schools,General Educational School,22.99299,72.60411,True
Gill SIR Overseas And Education,schools,General Educational School,22.99535,72.60429,True
Grade Academy,schools,General Educational School,22.99652,72.60428,True
Priti’s bridal studio & academy,schools,General Educational School,22.9965,72.60429,True
Iant,schools,General Educational School,22.99637,72.60428,True
Blossom Institutes & Immigration (P) Ltd,schools,General Educational School,22.9976,72.6044,True
Gills Dance Academy,schools,General Educational School,22.99752,72.60422,True
AMC MET Medical College Hostel,schools,College & University,22.9985,72.60444,True
Fashion Design Art Institute,schools,General Educational School,22.9975,72.6048,True
First Step Institute,schools,General Educational School,22.9974,72.60501,True
Shree Renuka Institute of NEET,schools,Coaching & Entrance Institute,22.99686,72.60515,True
Prakash Vidya Mandir,schools,General Educational School,22.99524,72.60526,True
Brainobrain Vedkids - Top Skill Development Class using Abacus and NLP,schools,Primary & Pre-School,22.99546,72.60484,True
Gateway Abroad,schools,General Educational School,22.99507,72.60481,True
Doon Kids School,schools,Primary & Pre-School,22.99021,72.60517,True
JG Group Tuition,schools,Coaching & Entrance Institute,22.99248,72.60424,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,22.9891,72.60538,True
Firststep Preschool,schools,Primary & Pre-School,22.98985,72.60585,True
Lalita Green Lawns School,schools,Secondary & High School,22.99157,72.60551,True
Muthoot FinCorp Gold Loan,schools,General Educational School,22.99726,72.60538,True
Sikkim Manipal University,schools,College & University,22.997,72.60608,True
Futureacademy452,schools,General Educational School,22.99742,72.60618,True
Lampros Kids Maninagar,schools,Primary & Pre-School,22.9945,72.60614,True
Madhavi's British Academy,schools,International School,22.99497,72.60616,True
Shri Durga Higher Secondary School,schools,Secondary & High School,22.99575,72.60662,True
Nursify Institute,schools,General Educational School,22.99562,72.60668,True
Sarkar Academy of Dance and Fitness,schools,General Educational School,22.99712,72.6066,True
Veda Commerce Classes,schools,Coaching & Entrance Institute,22.99709,72.60659,True
Future Path,schools,General Educational School,22.99733,72.60663,True
CVAM Engineering Diploma Classes,schools,Coaching & Entrance Institute,22.99734,72.60661,True
DPS Preschool Maninagar,schools,Primary & Pre-School,22.99619,72.60721,True
Dooon Public School,schools,Secondary & High School,22.99459,72.60716,True
Jay Hind Highschool,schools,Secondary & High School,22.99387,72.60719,True
Doon International Public School,schools,International School,22.9943,72.60735,True
Maninsgar Tennis Academy,schools,General Educational School,22.99146,72.60696,True
Engineers Academy,schools,General Educational School,22.98701,72.6067,True
Vedant International School,schools,International School,22.98804,72.60709,True
Dev_bridal_studio_academy,schools,General Educational School,22.98327,72.60635,True
Foreign Future Education,schools,General Educational School,22.98419,72.60559,True
KD Garden Restaurant,schools,General Educational School,22.97762,72.60537,True
RIMS Nursing Academy,schools,General Educational School,22.97372,72.60537,True
CFMID - Centre for Multiple Intelligence And Dermatoglyphics Limited,schools,General Educational School,22.97519,72.60629,True
Sacred flower school,schools,Secondary & High School,22.97522,72.60636,True
MM Academy,schools,General Educational School,22.97442,72.60746,True
Paradise International Pre-School,schools,International School,22.97489,72.60805,True
New Meghdoot Vidhyavihar Ahmedabad,schools,General Educational School,22.97682,72.60954,True
ÑES Isanpur 《National Ënglish School》,schools,Secondary & High School,22.97663,72.60958,True
Feather Institute of Fashion Design,schools,General Educational School,22.97796,72.60896,True
talent education academy,schools,General Educational School,22.98057,72.60868,True
Unnati education academy,schools,General Educational School,22.99244,72.60851,True
Physics Wallah Vidyapeeth Coaching Center Maninagar | Foundation Classes,schools,College & University,22.99442,72.60759,True
Maninagar Government Primary School,schools,Primary & Pre-School,22.99472,72.60801,True
"Gyandeep Classes, Maninagar",schools,Coaching & Entrance Institute,22.99528,72.60806,True
Cuticle The Nail Studio and Academy,schools,General Educational School,22.99554,72.60807,True
Digital Marketing Training Institute,schools,General Educational School,22.99529,72.60783,True
Maninagar Gujarati Shala No 1,schools,Secondary & High School,22.99475,72.60777,True
The Hair Matters Salon & Academy,schools,General Educational School,22.99864,72.60806,True
"Shree Saraswati Mandir School (Maninagar,A'bad.",schools,Secondary & High School,22.99617,72.60798,True
H and B Computer Education,schools,General Educational School,22.99768,72.60833,True
Mariya Classes,schools,Coaching & Entrance Institute,22.99757,72.60815,True
"Navkar Institute - Best CA, CS, CPA, CMA, CFA, ACCA Coaching Classes",schools,Coaching & Entrance Institute,22.999,72.60821,True
Career Academy,schools,Coaching & Entrance Institute,22.99743,72.60844,True
V J TRAINING CENTRE | Tally Training Institutes in Maninagar,schools,General Educational School,22.99533,72.60841,True
V J Training Centre,schools,General Educational School,22.99533,72.60845,True
Sardar Patel Museum Shahibaug,schools,General Educational School,22.99605,72.60829,True
Ved Kids Academy,schools,Primary & Pre-School,22.99283,72.60888,True
Dynamic Education Consultants,schools,General Educational School,22.99489,72.60904,True
Gokul  Raas Garba  Classes,schools,Coaching & Entrance Institute,22.99731,72.60914,True
Computer Education And Cybernetic,schools,General Educational School,22.99774,72.60961,True
Star Group Tuition,schools,Coaching & Entrance Institute,22.9956,72.60971,True
Kum Kum Vidyalaya,schools,Secondary & High School,22.98875,72.60926,True
Divine Buds School,schools,Secondary & High School,22.98848,72.60945,True
Kum Kum Higher Secondary English Medium,schools,Secondary & High School,22.98886,72.60966,True
GNC School,schools,Secondary & High School,22.98966,72.61087,True
Edunovaicse,schools,Secondary & High School,22.9952,72.61032,True
Amc Dental college and hospital,schools,College & University,22.99533,72.60996,True
